id,claim_type,policy_category,city,city_region,estimated_amount_pkr,description_length,days_incident_to_submit,amount_to_premium_ratio,user_claims_7d,user_claims_30d,user_rejected_claims,status,high_risk
2110,other,life,abbottabad,kpk,136559,64,4,12.5295,2,5,1,submitted,0
2111,accident,auto,hyderabad,sindh,26912,64,9,1.8878,0,1,0,approved,0
2112,home,home,gujranwala,punjab,32861,45,2,1.5607,0,3,1,approved,0
2113,other,others,lahore,punjab,27781,44,27,10.8562,1,7,0,submitted,0
2114,damage,home,mardan,kpk,38745,64,16,3.5162,1,4,0,approved,0
2115,medical,life,karachi,sindh,174807,64,24,11.2171,2,2,0,approved,0
2116,other,others,mardan,kpk,73124,58,23,5.0164,1,3,0,in_review,1
2117,life,life,karachi,sindh,64480,58,13,14.1808,1,3,1,approved,0
2118,auto,auto,mardan,kpk,10645,64,4,0.4923,0,4,0,in_review,1
2119,theft,auto,mardan,kpk,46740,56,0,6.7976,1,2,0,submitted,0
2120,home,home,islamabad,islamabad,72989,56,13,4.2271,2,2,0,approved,0
2121,theft,auto,karachi,sindh,12044,53,27,4.7121,0,4,1,submitted,0
2122,pet,pet,rawalpindi,punjab,7778,56,26,0.7734,0,2,0,approved,0
2123,damage,home,quetta,balochistan,23530,45,11,1.3048,0,5,0,approved,0
2124,pet_care,pet,hyderabad,sindh,7174,53,16,0.6287,0,2,0,in_review,0
2125,auto,auto,sukkur,sindh,22131,58,3,5.4336,1,3,0,approved,0
2126,other,others,gujranwala,punjab,5640,45,26,0.229,0,2,1,approved,0
2127,theft,home,gujranwala,punjab,44055,64,17,2.325,1,2,3,approved,0
2128,auto,auto,gujranwala,punjab,7961,58,11,1.4053,1,2,3,in_review,1
2129,theft,home,faisalabad,punjab,10799,44,6,0.5877,0,0,0,approved,0
2130,theft,auto,abbottabad,kpk,5000,45,30,0.3794,0,0,0,approved,0
2131,life,life,sukkur,sindh,81706,61,1,18.6501,0,4,0,approved,0
2132,auto,auto,multan,punjab,5000,56,3,0.4345,1,1,0,submitted,0
2133,other,life,sialkot,punjab,8176,45,2,1.2573,0,0,2,submitted,1
2134,auto,auto,lahore,punjab,125136,56,20,36.4934,0,2,0,approved,0
2135,damage,auto,islamabad,islamabad,14092,61,5,0.783,2,6,2,rejected,1
2136,medical,auto,hyderabad,sindh,264762,64,28,13.0598,0,4,0,approved,0
2137,home,home,rawalpindi,punjab,41663,53,22,7.1255,0,0,0,approved,0
2138,pet_care,pet,peshawar,kpk,17177,58,6,0.9724,3,4,2,rejected,1
2139,accident,life,abbottabad,kpk,15259,44,1,0.8353,1,2,1,approved,0
2140,auto,auto,islamabad,islamabad,50515,61,30,4.453,1,5,3,approved,0
2141,pet_care,pet,abbottabad,kpk,8857,44,22,0.4928,0,0,2,in_review,1
2142,auto,auto,multan,punjab,31277,58,29,1.7027,1,4,0,in_review,0
2143,other,others,islamabad,islamabad,7503,64,30,0.8079,0,1,2,in_review,1
2144,theft,home,quetta,balochistan,19583,58,8,2.4975,2,4,1,submitted,0
2145,other,others,lahore,punjab,22413,44,3,2.63,2,6,1,approved,0
2146,medical,life,mardan,kpk,38170,45,22,1.8932,0,6,0,rejected,1
2147,pet_care,pet,rawalpindi,punjab,7684,61,2,0.3866,0,5,0,submitted,0
2148,damage,auto,hyderabad,sindh,42946,61,16,24.4567,2,6,1,submitted,0
2149,auto,auto,peshawar,kpk,16769,56,21,2.4076,2,3,1,approved,0
2150,accident,auto,sukkur,sindh,14616,61,1,1.6889,2,6,0,approved,0
2151,auto,auto,karachi,sindh,26745,61,30,1.1917,0,6,0,approved,0
2152,pet_care,pet,islamabad,islamabad,11699,64,7,0.5753,1,1,2,rejected,1
2153,home,home,sukkur,sindh,46468,58,22,1.9015,3,3,3,approved,0
2154,pet,pet,abbottabad,kpk,9811,45,3,1.4805,1,5,0,approved,0
2155,other,pet,sialkot,punjab,7865,61,20,0.6593,0,0,0,approved,0
2156,medical,life,quetta,balochistan,61567,56,23,19.6574,0,0,0,approved,0
2157,home,home,abbottabad,kpk,12215,53,24,0.5441,0,5,0,approved,0
2158,accident,life,karachi,sindh,68535,53,25,2.9851,0,2,0,submitted,1
2159,medical,auto,mardan,kpk,10643,61,12,1.1286,4,7,0,rejected,1
2160,auto,auto,sialkot,punjab,70129,61,1,7.3595,0,2,2,rejected,1
2161,damage,auto,rawalpindi,punjab,49371,44,12,16.0556,1,1,0,submitted,0
2162,home,home,hyderabad,sindh,36581,45,5,1.6605,2,4,3,in_review,1
2163,medical,life,islamabad,islamabad,88506,64,27,41.3193,0,0,2,rejected,1
2164,medical,auto,karachi,sindh,72964,61,23,4.2537,0,4,0,submitted,0
2165,home,home,abbottabad,kpk,42918,64,15,2.153,0,1,0,approved,0
2166,pet_care,pet,sialkot,punjab,16924,56,8,2.0514,0,5,1,approved,0
2167,other,pet,gujranwala,punjab,19324,64,24,1.214,1,1,0,approved,0
2168,other,life,abbottabad,kpk,5000,58,17,0.2023,1,1,0,approved,0
2169,damage,home,islamabad,islamabad,10614,64,28,0.5158,0,5,0,approved,0
2170,home,home,hyderabad,sindh,53586,53,27,9.5775,1,5,3,rejected,1
2171,pet_care,pet,rawalpindi,punjab,9327,64,30,1.3014,0,0,0,in_review,0
2172,life,life,faisalabad,punjab,93411,58,11,6.4896,0,5,0,approved,0
2173,home,home,sialkot,punjab,198933,64,26,10.1445,0,4,0,in_review,0
2174,theft,auto,karachi,sindh,29603,45,20,10.0315,1,4,0,submitted,0
2175,pet_care,pet,lahore,punjab,9203,45,14,0.8109,0,3,0,submitted,0
2176,medical,auto,faisalabad,punjab,38490,64,10,1.952,0,1,0,submitted,0
2177,auto,auto,faisalabad,punjab,23464,64,14,1.4117,1,1,0,rejected,1
2178,accident,life,hyderabad,sindh,49610,58,1,2.4477,0,5,0,approved,0
2179,theft,auto,mardan,kpk,30345,61,21,4.588,0,5,0,submitted,0
2180,life,life,sialkot,punjab,303531,61,24,12.8729,0,0,0,approved,0
2181,pet_care,pet,multan,punjab,25036,44,2,2.7658,0,4,0,approved,0
2182,pet_care,pet,karachi,sindh,5871,61,23,0.3973,0,6,2,rejected,1
2183,accident,auto,mardan,kpk,24304,64,25,1.0398,1,4,1,approved,0
2184,accident,auto,islamabad,islamabad,10300,44,15,0.8092,1,7,0,submitted,0
2185,pet,pet,karachi,sindh,15778,56,8,0.7655,0,1,1,approved,0
2186,life,life,islamabad,islamabad,29366,58,10,2.3652,3,8,2,rejected,1
2187,medical,life,sialkot,punjab,107383,45,29,4.4756,0,0,1,approved,0
2188,home,home,multan,punjab,77366,64,30,5.519,1,2,0,approved,0
2189,pet,pet,mardan,kpk,17497,45,24,0.8358,0,2,1,approved,0
2190,damage,home,lahore,punjab,12253,53,6,3.1091,0,0,2,rejected,1
2191,pet,pet,karachi,sindh,5784,61,28,3.0864,3,6,3,approved,0
2192,auto,auto,karachi,sindh,25614,64,19,5.0701,0,3,0,approved,0
2193,auto,auto,faisalabad,punjab,14914,61,16,0.8355,1,6,0,submitted,0
2194,medical,life,multan,punjab,174076,61,8,7.4088,0,0,0,approved,0
2195,medical,life,karachi,sindh,156526,58,30,16.1417,1,2,0,approved,0
2196,theft,auto,abbottabad,kpk,59909,53,3,18.4961,0,4,0,in_review,0
2197,life,life,rawalpindi,punjab,23396,61,28,4.3633,1,7,1,approved,0
2198,accident,auto,rawalpindi,punjab,20503,64,24,3.9391,1,5,0,approved,0
2199,damage,home,multan,punjab,31396,44,26,2.3153,0,6,0,approved,0
2200,life,life,quetta,balochistan,180053,44,10,14.7693,0,1,1,approved,0
2201,damage,home,gujranwala,punjab,8521,45,6,2.8011,1,3,0,submitted,0
2202,other,others,lahore,punjab,7867,58,19,0.9016,0,3,0,approved,0
2203,accident,life,karachi,sindh,27844,44,18,1.5561,0,2,2,rejected,1
2204,theft,auto,gujranwala,punjab,118701,64,20,6.1749,0,3,0,submitted,0
2205,life,life,hyderabad,sindh,172106,64,1,10.2873,0,1,0,approved,0
2206,other,pet,abbottabad,kpk,30910,58,2,1.3856,1,1,0,approved,0
2207,auto,auto,sialkot,punjab,51347,64,27,2.8719,0,0,0,approved,0
2208,accident,life,mardan,kpk,43063,45,3,2.7121,4,7,0,rejected,1
2209,life,life,hyderabad,sindh,178785,64,30,8.5237,2,7,2,rejected,1
2210,theft,home,faisalabad,punjab,5000,61,15,1.5733,0,3,0,approved,0
2211,home,home,rawalpindi,punjab,43258,61,5,2.368,1,2,0,in_review,0
2212,accident,auto,peshawar,kpk,35907,61,21,19.5041,0,2,1,rejected,1
2213,other,others,rawalpindi,punjab,38864,56,6,1.7048,3,9,2,submitted,0
2214,life,life,hyderabad,sindh,80397,53,24,5.0609,1,7,0,approved,0
2215,other,auto,mardan,kpk,6492,64,7,0.4045,0,4,0,approved,0
2216,accident,life,sukkur,sindh,63048,53,5,2.7529,0,6,0,approved,0
2217,other,auto,gujranwala,punjab,9149,64,26,0.8573,2,5,1,submitted,0
2218,accident,life,peshawar,kpk,38003,61,14,2.9771,0,1,0,approved,0
2219,medical,auto,mardan,kpk,16852,44,30,5.452,0,6,0,approved,0
2220,home,home,faisalabad,punjab,81187,44,0,15.2751,0,2,3,rejected,1
2221,accident,life,multan,punjab,77174,64,25,4.808,0,6,3,rejected,1
2222,life,life,lahore,punjab,30477,56,18,1.2838,0,1,2,rejected,1
2223,theft,auto,sukkur,sindh,30120,58,15,2.0561,0,4,0,approved,0
2224,pet_care,pet,quetta,balochistan,17509,45,5,1.5032,0,5,0,approved,0
2225,accident,auto,multan,punjab,33165,64,15,4.4291,0,0,1,approved,0
2226,home,home,rawalpindi,punjab,19693,64,22,8.9758,0,3,0,approved,0
2227,auto,auto,sukkur,sindh,40958,45,22,2.2975,0,2,0,approved,0
2228,accident,auto,sialkot,punjab,20341,44,14,2.8621,0,6,0,approved,0
2229,life,life,gujranwala,punjab,19181,58,11,0.9945,0,1,0,approved,0
2230,accident,life,lahore,punjab,60216,56,19,13.7448,0,3,0,approved,0
2231,home,home,peshawar,kpk,34063,45,1,1.5287,1,4,0,approved,0
2232,damage,home,peshawar,kpk,15076,45,1,2.6306,2,3,1,approved,0
2233,medical,life,peshawar,kpk,118275,58,24,7.2811,1,5,0,approved,0
2234,home,home,quetta,balochistan,125999,44,2,22.532,1,1,2,in_review,1
2235,life,life,mardan,kpk,157041,58,25,30.6302,2,6,0,approved,0
2236,theft,home,mardan,kpk,5000,58,30,1.3172,1,2,1,submitted,0
2237,life,life,rawalpindi,punjab,24173,64,6,2.4294,2,6,2,rejected,1
2238,auto,auto,hyderabad,sindh,19371,44,22,3.7878,0,4,1,submitted,0
2239,other,others,lahore,punjab,10288,44,0,1.1536,0,3,0,approved,0
2240,accident,auto,peshawar,kpk,48785,61,15,4.4728,0,1,0,in_review,0
2241,damage,home,sialkot,punjab,129342,61,7,12.8379,1,2,0,submitted,0
2242,pet_care,pet,faisalabad,punjab,8508,45,3,0.3584,1,2,1,in_review,0
2243,pet_care,pet,islamabad,islamabad,6250,53,29,0.51,0,2,0,approved,0
2244,pet_care,pet,rawalpindi,punjab,12796,64,25,0.6289,1,6,0,submitted,0
2245,theft,auto,multan,punjab,5716,44,23,0.2722,0,6,0,approved,0
2246,medical,life,peshawar,kpk,30850,44,2,1.5471,0,3,0,submitted,0
2247,home,home,gujranwala,punjab,15100,61,3,0.6542,1,5,0,approved,0
2248,auto,auto,sialkot,punjab,53685,44,6,5.2274,3,8,2,rejected,1
2249,medical,life,quetta,balochistan,33315,53,17,1.3839,0,1,0,approved,0
2250,medical,life,lahore,punjab,28961,53,20,1.6766,0,1,0,approved,0
2251,pet_care,pet,gujranwala,punjab,16694,58,6,7.5573,0,1,0,submitted,1
2252,auto,auto,rawalpindi,punjab,47732,64,26,4.9494,0,0,0,approved,0
2253,life,life,quetta,balochistan,164984,64,22,7.9476,0,1,2,in_review,1
2254,home,home,gujranwala,punjab,7190,64,11,1.8758,2,3,0,submitted,0
2255,life,life,peshawar,kpk,164456,53,23,36.6598,1,3,0,submitted,0
2256,theft,auto,faisalabad,punjab,130117,64,10,10.4789,0,0,2,in_review,1
2257,damage,home,gujranwala,punjab,16754,45,4,1.1228,1,7,0,in_review,0
2258,auto,auto,sialkot,punjab,11727,64,10,2.0198,0,0,0,approved,0
2259,home,home,peshawar,kpk,34122,53,6,2.1202,1,4,0,approved,0
2260,other,home,faisalabad,punjab,8872,61,24,3.0115,1,7,0,approved,0
2261,pet,pet,sukkur,sindh,7191,61,28,0.3431,1,4,2,rejected,1
2262,pet,pet,mardan,kpk,14244,64,26,0.7476,3,7,0,rejected,1
2263,other,pet,sialkot,punjab,52132,61,5,3.567,0,4,0,approved,0
2264,life,life,islamabad,islamabad,8886,44,27,5.7035,0,5,0,approved,0
2265,accident,life,sukkur,sindh,82004,53,0,9.3017,0,3,0,approved,0
2266,other,others,abbottabad,kpk,12649,44,11,0.6272,1,2,0,approved,0
2267,life,life,peshawar,kpk,191876,61,16,72.2153,0,0,1,approved,0
2268,theft,home,karachi,sindh,14435,64,21,1.2583,2,3,3,in_review,1
2269,pet,pet,abbottabad,kpk,9387,64,4,0.4083,1,2,0,approved,0
2270,home,home,multan,punjab,64408,64,7,3.8132,1,1,0,approved,0
2271,other,auto,islamabad,islamabad,9462,56,15,0.6258,0,0,0,approved,0
2272,home,home,sialkot,punjab,20715,64,1,1.7225,1,5,2,in_review,1
2273,life,life,abbottabad,kpk,24957,44,4,1.5112,0,3,0,submitted,0
2274,pet_care,pet,sukkur,sindh,8382,53,9,0.9633,4,7,2,rejected,1
2275,other,others,abbottabad,kpk,14853,61,24,0.9886,0,4,0,approved,0
2276,other,pet,rawalpindi,punjab,13904,61,10,2.2211,0,1,0,rejected,1
2277,pet_care,pet,sialkot,punjab,19835,45,27,1.4143,0,0,0,submitted,0
2278,pet_care,pet,sukkur,sindh,5412,45,1,0.2448,2,3,1,approved,0
2279,pet_care,pet,abbottabad,kpk,21427,56,10,0.9908,0,4,0,submitted,0
2280,pet_care,pet,gujranwala,punjab,5195,61,26,0.7886,0,0,0,approved,0
2281,pet_care,pet,lahore,punjab,20774,45,25,2.3297,3,9,0,in_review,1
2282,auto,auto,karachi,sindh,9450,45,25,2.2007,2,6,2,rejected,1
2283,other,others,rawalpindi,punjab,52148,56,21,4.4074,2,7,1,approved,0
2284,medical,auto,faisalabad,punjab,33914,53,2,11.3691,1,5,0,in_review,0
2285,pet,pet,gujranwala,punjab,22066,53,2,12.1375,0,5,0,approved,0
2286,pet_care,pet,hyderabad,sindh,12142,44,18,4.3945,1,7,3,rejected,1
2287,pet,pet,sukkur,sindh,6292,64,8,0.7429,1,4,0,in_review,0
2288,damage,auto,sialkot,punjab,50598,64,8,2.1836,0,6,3,rejected,1
2289,other,others,sukkur,sindh,14223,61,7,0.8759,1,5,0,approved,0
2290,pet_care,pet,lahore,punjab,20458,45,7,1.4484,1,5,0,in_review,0
2291,medical,life,abbottabad,kpk,84526,61,9,31.4691,1,2,0,approved,0
2292,pet_care,pet,lahore,punjab,5000,58,12,0.4671,1,5,0,approved,0
2293,pet,pet,sukkur,sindh,11298,53,28,1.1566,0,0,0,submitted,1
2294,life,life,quetta,balochistan,9925,53,24,2.5759,1,3,0,approved,0
2295,medical,life,hyderabad,sindh,93396,64,1,4.9692,0,0,0,approved,0
2296,theft,auto,sialkot,punjab,15428,53,7,0.7384,1,5,0,approved,0
2297,home,home,rawalpindi,punjab,40559,64,24,4.5081,2,7,0,approved,0
2298,accident,life,peshawar,kpk,74430,61,12,3.0675,4,5,2,submitted,1
2299,other,pet,abbottabad,kpk,7996,61,9,0.486,1,2,0,submitted,0
2300,medical,auto,islamabad,islamabad,40729,53,21,2.1737,2,3,2,rejected,1
2301,life,life,gujranwala,punjab,22135,45,25,0.9042,2,5,3,submitted,1
2302,auto,auto,sialkot,punjab,29118,53,27,2.1694,2,5,1,submitted,0
2303,auto,auto,sialkot,punjab,13626,53,17,5.9192,3,5,3,rejected,1
2304,other,others,mardan,kpk,20138,64,9,0.9577,0,0,1,submitted,0
2305,pet_care,pet,hyderabad,sindh,13037,56,30,0.5367,0,1,0,approved,0
2306,accident,auto,karachi,sindh,178468,64,3,54.812,0,2,0,submitted,0
2307,life,life,sukkur,sindh,176058,56,2,17.6925,3,9,1,submitted,0
2308,pet,pet,abbottabad,kpk,11447,64,12,1.4618,1,6,2,in_review,1
2309,auto,auto,rawalpindi,punjab,35136,44,1,4.4235,1,5,0,in_review,0
2310,life,life,abbottabad,kpk,63397,64,4,4.22,0,6,0,approved,0
2311,pet_care,pet,hyderabad,sindh,8949,61,20,0.6349,1,4,0,approved,0
2312,other,home,karachi,sindh,19878,56,7,1.1937,0,4,0,submitted,0
2313,damage,auto,rawalpindi,punjab,48262,53,28,2.542,0,2,0,approved,0
2314,damage,home,sialkot,punjab,63194,44,8,8.3568,0,4,0,submitted,0
2315,auto,auto,sukkur,sindh,12871,64,16,2.4747,0,3,0,approved,0
2316,home,home,quetta,balochistan,14231,64,15,0.633,0,2,0,approved,0
2317,pet_care,pet,multan,punjab,6441,61,28,0.3826,0,0,0,approved,0
2318,theft,home,rawalpindi,punjab,8354,58,18,0.3815,0,1,1,submitted,0
2319,medical,auto,hyderabad,sindh,35069,56,18,1.7134,0,3,0,approved,0
2320,medical,auto,hyderabad,sindh,21579,64,4,11.4296,0,5,0,approved,0
2321,home,home,mardan,kpk,29784,56,23,4.4098,1,2,0,approved,0
2322,pet,pet,multan,punjab,9871,53,16,1.3879,0,5,0,in_review,0
2323,pet_care,pet,rawalpindi,punjab,5001,44,0,0.6646,0,3,0,approved,0
2324,damage,auto,peshawar,kpk,10307,61,20,0.4228,0,1,0,approved,0
2325,theft,home,lahore,punjab,8050,44,17,0.6004,1,2,0,approved,0
2326,accident,auto,karachi,sindh,58188,53,0,31.436,1,6,0,approved,0
2327,life,life,quetta,balochistan,99496,64,30,12.1233,2,2,2,rejected,1
2328,auto,auto,peshawar,kpk,57724,44,21,4.0846,0,1,1,approved,0
2329,pet_care,pet,lahore,punjab,5807,58,18,0.4071,0,5,0,submitted,0
2330,pet,pet,faisalabad,punjab,14190,44,13,1.1549,0,3,1,approved,0
2331,damage,auto,faisalabad,punjab,18318,61,0,3.3929,1,6,0,submitted,0
2332,theft,auto,islamabad,islamabad,29264,53,22,4.2897,1,2,0,in_review,0
2333,home,home,hyderabad,sindh,32365,44,11,1.4238,1,6,1,in_review,0
2334,damage,auto,mardan,kpk,12698,45,24,0.5366,0,2,1,approved,0
2335,auto,auto,hyderabad,sindh,46506,61,5,2.89,0,0,3,in_review,1
2336,medical,life,gujranwala,punjab,147410,64,25,11.1211,1,5,0,approved,0
2337,pet_care,pet,rawalpindi,punjab,25830,44,22,1.2036,1,3,0,approved,0
2338,home,home,hyderabad,sindh,29714,45,27,2.4712,0,1,1,submitted,0
2339,medical,life,mardan,kpk,114705,58,4,9.9674,2,4,2,rejected,1
2340,auto,auto,sukkur,sindh,5000,61,6,0.2478,1,5,1,submitted,1
2341,medical,auto,hyderabad,sindh,73145,53,21,4.6661,0,3,0,submitted,0
2342,medical,auto,peshawar,kpk,137881,64,12,6.573,2,8,2,in_review,1
2343,pet,pet,islamabad,islamabad,11518,61,30,1.8376,0,0,0,submitted,0
2344,other,pet,karachi,sindh,5551,64,28,0.2282,1,4,0,approved,0
2345,other,life,quetta,balochistan,8818,44,20,0.8346,2,4,0,approved,0
2346,auto,auto,mardan,kpk,7967,64,29,0.5153,0,1,0,approved,0
2347,other,home,mardan,kpk,12528,53,20,0.8753,3,7,1,in_review,1
2348,other,home,hyderabad,sindh,46008,64,13,2.1543,0,2,0,in_review,0
2349,life,life,karachi,sindh,39408,53,26,1.6897,4,9,0,in_review,1
2350,accident,life,abbottabad,kpk,10663,53,3,0.4547,0,0,0,rejected,1
2351,medical,auto,peshawar,kpk,27558,64,22,4.1534,0,1,2,in_review,1
2352,home,home,sukkur,sindh,47933,53,5,3.8618,0,1,2,rejected,1
2353,medical,life,hyderabad,sindh,22587,45,10,2.43,0,3,0,approved,0
2354,damage,home,multan,punjab,23704,64,13,2.3067,2,6,0,approved,0
2355,life,life,rawalpindi,punjab,36211,44,9,13.3916,3,9,1,rejected,1
2356,auto,auto,quetta,balochistan,9139,45,29,1.3547,3,4,2,in_review,1
2357,auto,auto,lahore,punjab,36851,56,4,2.3266,2,6,1,approved,0
2358,home,home,gujranwala,punjab,24684,64,7,2.2894,3,5,1,rejected,1
2359,home,home,rawalpindi,punjab,19362,58,0,1.3025,0,6,0,approved,0
2360,medical,life,abbottabad,kpk,47638,64,6,7.9596,0,6,0,rejected,1
2361,medical,auto,peshawar,kpk,10364,56,0,0.7481,3,4,0,rejected,1
2362,home,home,karachi,sindh,31083,58,13,6.3267,0,5,0,approved,0
2363,accident,auto,multan,punjab,54169,64,19,2.6248,0,4,0,approved,0
2364,damage,home,sukkur,sindh,14023,53,21,0.6159,1,6,1,in_review,1
2365,other,pet,quetta,balochistan,26643,64,27,1.1707,0,3,0,approved,0
2366,accident,auto,rawalpindi,punjab,15682,44,23,0.8597,0,6,0,approved,0
2367,life,life,quetta,balochistan,11652,64,26,1.6751,3,4,1,rejected,1
2368,pet_care,pet,karachi,sindh,10080,56,10,0.4105,1,3,0,in_review,1
2369,accident,life,islamabad,islamabad,23084,64,8,2.2649,0,3,0,approved,0
2370,life,life,sukkur,sindh,29797,44,25,1.5622,0,3,0,approved,0
2371,auto,auto,rawalpindi,punjab,28073,56,30,1.2969,0,1,0,in_review,1
2372,pet,pet,karachi,sindh,23681,61,24,0.9862,0,3,0,submitted,0
2373,theft,auto,lahore,punjab,10079,64,17,0.8085,1,1,0,approved,0
2374,pet_care,pet,islamabad,islamabad,34054,58,4,1.6682,1,2,2,in_review,1
2375,pet_care,pet,sukkur,sindh,15727,61,26,0.657,1,1,0,approved,0
2376,pet_care,pet,sukkur,sindh,10894,61,24,0.6844,0,0,0,rejected,1
2377,theft,home,hyderabad,sindh,7844,64,13,0.7232,1,5,0,approved,0
2378,pet_care,pet,faisalabad,punjab,14870,58,3,0.6343,1,3,0,approved,0
2379,damage,auto,abbottabad,kpk,27097,53,24,2.4699,1,5,0,in_review,0
2380,damage,auto,sialkot,punjab,51906,58,20,2.3638,1,6,0,approved,0
2381,other,pet,sialkot,punjab,36823,56,24,1.7537,0,3,0,submitted,0
2382,pet_care,pet,lahore,punjab,6316,53,11,0.5893,0,0,2,submitted,1
2383,theft,home,multan,punjab,143056,58,12,8.6564,0,0,1,submitted,0
2384,accident,life,sialkot,punjab,178290,44,14,10.0355,1,1,1,approved,0
2385,auto,auto,gujranwala,punjab,30024,53,1,2.8756,3,9,1,rejected,1
2386,accident,life,hyderabad,sindh,41816,56,6,4.2362,0,6,0,approved,0
2387,other,home,faisalabad,punjab,82198,45,25,15.4537,3,5,1,rejected,1
2388,pet,pet,peshawar,kpk,7723,53,3,0.879,0,5,0,approved,0
2389,pet,pet,quetta,balochistan,17408,61,27,6.2038,0,2,0,approved,0
2390,damage,home,sialkot,punjab,5000,58,26,0.404,3,7,3,rejected,1
2391,theft,auto,hyderabad,sindh,5000,58,8,0.2094,0,0,0,in_review,0
2392,theft,auto,mardan,kpk,6170,56,14,0.3173,0,4,0,submitted,0
2393,other,auto,karachi,sindh,31955,58,20,1.9831,1,5,0,approved,0
2394,pet_care,pet,sukkur,sindh,30440,64,28,3.0584,1,5,0,approved,0
2395,theft,home,gujranwala,punjab,59417,45,0,4.2903,0,2,1,submitted,0
2396,life,life,karachi,sindh,45324,45,28,1.9349,4,7,2,in_review,1
2397,medical,life,quetta,balochistan,15467,44,19,0.9235,0,6,0,approved,0
2398,damage,home,hyderabad,sindh,52396,53,1,2.3465,2,7,0,approved,0
2399,life,life,sukkur,sindh,77961,58,9,5.1763,2,4,0,submitted,0
2400,theft,home,abbottabad,kpk,5000,56,15,1.2481,1,4,0,in_review,0
2401,auto,auto,sialkot,punjab,54295,64,27,2.231,0,3,0,submitted,0
2402,pet_care,pet,sukkur,sindh,15436,45,4,6.3236,3,8,2,rejected,1
2403,accident,life,islamabad,islamabad,14577,44,22,0.6748,0,4,2,in_review,1
2404,pet_care,pet,lahore,punjab,7264,53,21,0.5926,2,3,2,submitted,1
2405,life,life,quetta,balochistan,34099,53,0,4.8776,2,5,1,approved,0
2406,life,life,sukkur,sindh,264255,58,10,18.5403,0,3,1,submitted,0
2407,damage,home,sukkur,sindh,22230,58,8,1.2827,3,8,0,rejected,1
2408,medical,auto,abbottabad,kpk,8788,64,24,0.3949,0,2,2,submitted,1
2409,damage,auto,hyderabad,sindh,33011,64,8,1.4599,0,4,0,approved,0
2410,damage,auto,multan,punjab,31756,64,17,1.4214,2,8,0,approved,0
2411,damage,auto,lahore,punjab,17152,61,29,2.6416,0,5,1,in_review,0
2412,life,life,abbottabad,kpk,41101,45,15,14.854,0,4,0,approved,0
2413,life,life,sukkur,sindh,31169,44,9,2.178,0,2,1,submitted,0
2414,medical,life,mardan,kpk,66524,56,22,9.0595,0,4,0,in_review,0
2415,life,life,lahore,punjab,19849,64,30,0.8592,1,5,0,approved,0
2416,pet_care,pet,hyderabad,sindh,9801,64,4,0.6526,0,1,0,rejected,1
2417,pet,pet,faisalabad,punjab,6819,61,11,0.4935,0,0,0,submitted,0
2418,theft,home,sukkur,sindh,32391,53,8,1.374,0,3,0,approved,0
2419,damage,auto,faisalabad,punjab,61199,64,13,5.1234,0,4,0,in_review,0
2420,home,home,peshawar,kpk,26959,64,28,1.336,0,5,0,approved,0
2421,theft,auto,faisalabad,punjab,21228,44,30,1.8716,2,6,0,approved,0
2422,home,home,mardan,kpk,55497,45,24,2.3903,0,2,0,in_review,1
2423,damage,home,gujranwala,punjab,23373,56,10,1.6982,0,1,0,approved,0
2424,auto,auto,hyderabad,sindh,29159,53,1,3.5848,2,4,1,submitted,0
2425,theft,home,mardan,kpk,39019,56,23,3.6055,1,7,0,submitted,0
2426,accident,life,faisalabad,punjab,45232,64,17,6.2234,0,6,0,approved,0
2427,other,others,lahore,punjab,15020,56,2,0.6086,2,7,0,approved,0
2428,accident,auto,sukkur,sindh,93706,44,7,4.4675,2,7,0,rejected,1
2429,other,pet,mardan,kpk,63484,45,13,8.7407,0,1,0,submitted,0
2430,damage,home,quetta,balochistan,98418,53,22,14.2223,0,1,0,submitted,0
2431,pet,pet,rawalpindi,punjab,11688,45,17,0.5373,1,6,0,approved,0
2432,theft,home,abbottabad,kpk,5000,64,6,0.2455,0,4,1,approved,0
